cam_left_stamp,cam_right_stamp
1778013828223509086,1778013828223987489
1778013828255229507,1778013828255749172
1778013828290382581,1778013828288503394
1778013828321964000,1778013828317365268
1778013828353590433,1778013828348841588
1778013828385439832,1778013828380287776
1778013828414037628,1778013828415539949
1778013828445947414,1778013828446983809
1778013828477027453,1778013828477892206
1778013828509192378,1778013828509651250
1778013828540241577,1778013828540803934
1778013828566270356,1778013828566590703
1778013828598250846,1778013828598539394
1778013828629850937,1778013828629940260
1778013828658457500,1778013828658332479
1778013828690579622,1778013828690530287
1778013828722872179,1778013828722921960
1778013828755220647,1778013828755738998
1778013828784186526,1778013828784802705
1778013828814950232,1778013828815576394
1778013828846808802,1778013828847587683
1778013828878667793,1778013828879235628
1778013828906225020,1778013828906770873
1778013828938059111,1778013828938209514
1778013828970070533,1778013828970161733
1778013828998190334,1778013829002572987
1778013829030042213,1778013829029974750
1778013829061735637,1778013829061558419
1778013829093984288,1778013829093625612
1778013829122085154,1778013829121617804
1778013829153451978,1778013829153190284
1778013829185676454,1778013829185064513
1778013829217608724,1778013829216925554
1778013829245706893,1778013829244961102
1778013829277840056,1778013829277115518
1778013829310312189,1778013829309672426
1778013829341844194,1778013829340935581
1778013829370537889,1778013829369585171
1778013829402154414,1778013829401112153
1778013829431794045,1778013829430550691
1778013829468111419,1778013829466496760
1778013829495786640,1778013829494436364
1778013829527393545,1778013829525689608
1778013829559591334,1778013829557678454
1778013829587694973,1778013829586002339
1778013829619768323,1778013829618015232
1778013829651882273,1778013829650475508
1778013829683521202,1778013829682125366
1778013829711386467,1778013829709812568
1778013829744308924,1778013829742943092
1778013829776017591,1778013829774877147
1778013829807999905,1778013829806720405
1778013829835428102,1778013829834649672
1778013829867047692,1778013829865959437
1778013829899199273,1778013829898387162
1778013829927614382,1778013829930580540
1778013829959264170,1778013829958665634
1778013829991502564,1778013829990817690
1778013830024327506,1778013830024116389
1778013830053694843,1778013830053839965
1778013830085597420,1778013830085595848
1778013830116963413,1778013830116609606
1778013830145812633,1778013830147712973
1778013830172423215,1778013830175962704
1778013830201839660,1778013830208129810
1778013830232084829,1778013830238285847
1778013830262865708,1778013830268888123
1778013830288852711,1778013830291709562
1778013830320723023,1778013830321980921
1778013830351319813,1778013830353056480
1778013830391564720,1778013830391813349
1778013830415623145,1778013830415837395
1778013830447823773,1778013830448821269
1778013830482464900,1778013830482784686
1778013830513170204,1778013830513166234
1778013830545769011,1778013830546109673
1778013830577506109,1778013830577300336
1778013830609912480,1778013830610200987
1778013830637732257,1778013830638047377
1778013830670000456,1778013830670137222
1778013830702401744,1778013830702493948
1778013830735674566,1778013830736751990
1778013830762682845,1778013830764801145
1778013830794713917,1778013830795749077
1778013830825912941,1778013830826907705
1778013830858532562,1778013830859499593
1778013830886095207,1778013830886919012
1778013830917630548,1778013830917586358
1778013830951488822,1778013830952514479
1778013830979692071,1778013830985582744
1778013831011457172,1778013831013571127
1778013831043450643,1778013831044882548
1778013831074384979,1778013831074965486
1778013831102239981,1778013831103139626
1778013831134402337,1778013831135155048
1778013831166215643,1778013831166861483
1778013831199565057,1778013831200845527
1778013831228593282,1778013831229536182
1778013831260075068,1778013831261313965
1778013831291773782,1778013831289708671
1778013831326714912,1778013831331575690
1778013831351911366,1778013831353953036
1778013831385437036,1778013831386685969
1778013831417719924,1778013831420100683
1778013831444237523,1778013831449720656
1778013831475562475,1778013831476480433
1778013831512344921,1778013831514039353
1778013831544058772,1778013831546027778
1778013831569589213,1778013831570405663
1778013831602786893,1778013831603836573
1778013831633458150,1778013831635054852
1778013831667845490,1778013831668210506
1778013831695345788,1778013831697177604
1778013831726641584,1778013831726635472
1778013831759253325,1778013831758010769
1778013831791617561,1778013831787086974
1778013831818505361,1778013831812788238
1778013831847754763,1778013831844484942
1778013831880277349,1778013831880249331
1778013831905947039,1778013831908898703
1778013831934325127,1778013831933732672
1778013831966009035,1778013831965418848
1778013831999872024,1778013832000725619
1778013832027523361,1778013832027179891
1778013832057086255,1778013832056693532
1778013832087111316,1778013832086447376
1778013832119067902,1778013832118744510
1778013832144729449,1778013832143982914
1778013832173896727,1778013832173461214
1778013832206369559,1778013832207022337
1778013832244570017,1778013832246674768
1778013832268862885,1778013832268167982
1778013832301536372,1778013832300324166
1778013832335781303,1778013832334846456
1778013832364263278,1778013832366889664
1778013832398055392,1778013832396263918
1778013832431372913,1778013832429837122
1778013832466071831,1778013832463371188
1778013832495106475,1778013832498804681
1778013832526282504,1778013832525907020
1778013832559702388,1778013832558848068
1778013832592760836,1778013832592223965
1778013832618624069,1778013832617957439
1778013832649844989,1778013832648999306
1778013832681541639,1778013832680597510
1778013832713312568,1778013832712357590
1778013832742805150,1778013832741644802
1778013832773737049,1778013832773132173
1778013832804840008,1778013832803926040
1778013832832549438,1778013832835549470
1778013832864488917,1778013832865736339
1778013832896768337,1778013832898065677
1778013832928738885,1778013832929866416
1778013832958857446,1778013832962361796
1778013832990994276,1778013832990135705
1778013833023444804,1778013833022405850
1778013833058230587,1778013833058281252
1778013833084998869,1778013833085684881
1778013833117587674,1778013833117785220
1778013833151405202,1778013833152077057
1778013833189293506,1778013833185370239
1778013833212512624,1778013833207497771
1778013833239537806,1778013833238135981
1778013833270809860,1778013833268608497
1778013833298899715,1778013833300584827
1778013833331051562,1778013833328989881
1778013833362605235,1778013833360736582
1778013833395065623,1778013833393477661
1778013833422855960,1778013833421539375
1778013833453327563,1778013833450889230
1778013833485599893,1778013833483404489
1778013833517228637,1778013833514862431
1778013833546357861,1778013833544448930
1778013833577863063,1778013833575681602
1778013833609593540,1778013833607474239
1778013833641337088,1778013833639630227
1778013833668776704,1778013833666793898
1778013833701415875,1778013833699637912
1778013833733610216,1778013833731586237
1778013833760568346,1778013833762907358
1778013833793314921,1778013833790708797
1778013833825037441,1778013833823994052
1778013833855710001,1778013833857357722
1778013833884031282,1778013833891730284
1778013833916762738,1778013833916821546
1778013833949311937,1778013833955768242
1778013833980265540,1778013833986426383
1778013834007080060,1778013834013451060
1778013834040106629,1778013834046401883
1778013834071958425,1778013834075467699
1778013834115290329,1778013834119379881
1778013834134077123,1778013834141470300
1778013834163812168,1778013834165249198
1778013834195410655,1778013834196512622
1778013834224010186,1778013834231885823
1778013834255616585,1778013834256536878
1778013834288330028,1778013834291519689
1778013834320050381,1778013834320974291
1778013834348287014,1778013834353296035
1778013834380687845,1778013834381430378
1778013834412430463,1778013834413428950
1778013834444669053,1778013834445789843
1778013834471765035,1778013834472652032
1778013834504078861,1778013834505017359
1778013834535924779,1778013834536592177
1778013834568081518,1778013834569044012
1778013834595654145,1778013834596497207
1778013834627281540,1778013834628618189
1778013834659892726,1778013834660780400
1778013834692208890,1778013834692843042
1778013834719775495,1778013834720745356
1778013834752413095,1778013834753089795
1778013834783911742,1778013834784791678
1778013834812155458,1778013834817174080
1778013834844248454,1778013834844897013
1778013834878373800,1778013834876485122
1778013834912426238,1778013834905055312
1778013834940052193,1778013834929338459
1778013834972150476,1778013834958955942
1778013835004578924,1778013834989764446
1778013835043259986,1778013835035345539
1778013835063984948,1778013835054522378
1778013835093618879,1778013835087440451
1778013835125762124,1778013835122065265
1778013835159329675,1778013835157279462
1778013835185884635,1778013835185305695
1778013835219465537,1778013835218891901
1778013835251932601,1778013835251496807
1778013835279336176,1778013835282065995
1778013835310447067,1778013835310213467
1778013835342595401,1778013835342172494
1778013835374871527,1778013835374538963
1778013835403159572,1778013835402821746
1778013835434618112,1778013835434539096
