cam_left_stamp,cam_right_stamp
31.905279999999998,31.870976
31.683072,31.710207999999998
32.109823999999996,32.080895999999996
28.381439999999998,28.406015999999997
31.639552,31.627775999999997
32.038655999999996,32.047872
32.005376,31.999744
26.888703999999997,26.919936
34.97088,38.636032
2.3150079999999997,2.16192
2.5454079999999997,3.740928
4.883967999999999,2.136832
2.738432,2.1409279999999997
5.266944,3.7798399999999996
2.640384,2.186496
2.896384,2.092288
2.9401599999999997,1.9814399999999999
2.662912,2.126848
2.6933759999999998,2.0991999999999997
2.6752,2.256128
2.651904,2.012928
2.4988159999999997,5.683199999999999
4.0127999999999995,487.539968
481.782272,28.134656
28.094464,31.916544
31.959039999999998,32.04352
32.070656,28.022015999999997
27.998976,31.938816
31.954175999999997,31.996416
31.957504,31.929855999999997
31.943679999999997,27.921408
27.938816,32.314368
32.323071999999996,31.770623999999998
31.709183999999997,32.092928
32.165376,27.900672
27.201791999999998,37.90336
34.866431999999996,2.088448
2.416384,1.8019839999999998
2.6577919999999997,2.04032
2.57152,2.064384
2.486528,1.9427839999999998
2.56256,2.035968
2.589952,2.221824
2.6293759999999997,1.99168
2.5152,2.11456
2.48832,2.070016
2.7217919999999998,3.9695359999999997
2.8966399999999997,2.062592
2.825984,2.0907519999999997
2.578432,1.7873919999999999
2.616576,3.152384
6.59584,488.14847999999995
482.537472,27.848191999999997
27.884287999999998,32.2048
31.708416,31.924736
31.940095999999997,31.955199999999998
27.977728,27.826176
32.308479999999996,32.017663999999996
31.969535999999998,31.936
31.983871999999998,28.036607999999998
27.996416,32.029952
32.068096,31.973376
31.94624,31.809023999999997
31.801088,27.23968
27.220736,38.457344
34.766079999999995,2.230528
2.2551039999999998,1.8790399999999998
2.534912,2.034432
2.7248639999999997,1.96736
2.522112,2.0103679999999997
2.599424,1.8892799999999998
2.723328,2.051584
2.4576,2.105344
2.479872,2.0864
2.56384,1.942016
2.626048,1.9443199999999998
2.450176,4.036608
2.605568,2.020096
2.608896,1.8557439999999998
2.693888,3.1342079999999997
2.739712,488.87654399999997
4.00768,27.965695999999998
483.15417599999995,32.222208
27.565824,31.929088
32.179456,31.843328
31.984128,28.236288
28.142336,32.004352
31.899392,31.959039999999998
31.985408,27.899904
31.993088,31.907584
27.870207999999998,32.006912
31.93472,32.114944
31.990783999999998,28.581376
32.155136,42.038528
27.515392,2.2333439999999998
33.472512,2.0938239999999997
2.258688,2.097152
2.67904,1.921792
2.55232,2.029568
2.692608,2.0671999999999997
2.520064,2.018304
2.64064,1.938688
2.673664,2.003456
2.471936,1.9847679999999999
2.482176,2.0303359999999997
2.680064,1.983488
2.85824,1.923328
2.7266559999999997,2.043136
2.826752,1.91232
2.5023999999999997,3.40992
2.762496,482.90380799999997
4.008448,27.876607999999997
483.268352,32.001024
27.918592,32.03328
31.985664,31.963392
32.052223999999995,27.83616
31.927039999999998,32.61056
27.878656,31.631103999999997
32.5696,27.611136
31.66208,32.117248
27.150848,31.746816
32.158719999999995,31.67616
31.670783999999998,27.867136
32.183552,33.666304
27.829504,2.1977599999999997
33.26208,1.96992
2.207744,1.913088
2.4673279999999997,2.087424
2.686464,1.89312
2.889472,2.0387839999999997
2.467072,2.11456
2.806784,2.0774399999999997
2.6759679999999997,1.84192
2.5925119999999997,2.0321279999999997
2.635264,2.0774399999999997
2.6396159999999997,2.08384
2.537216,1.839872
2.63168,1.93408
2.754816,2.1759999999999997
2.7310079999999997,3.213056
2.6759679999999997,493.509376
3.74016,28.048896
483.82566399999996,31.815168
28.123392,32.00384
31.753472,32.416512
32.044288,27.972863999999998
32.360704,32.104448
28.011008,31.91424
32.100352,32.252159999999996
31.910144,27.582463999999998
28.073472,32.020224
31.756031999999998,32.452096
32.047872,27.974656
32.456959999999995,36.156928
27.950592,2.08384
