cam_left_stamp,cam_right_stamp
27.964962999999997,28.030815
32.065796,32.00974
31.937351999999997,31.913241
31.998147999999997,32.01737
28.080759,27.991574999999997
31.985647999999998,31.990776999999998
32.000814999999996,31.997815
32.02013,31.827758999999997
27.735463,27.661037
32.940073999999996,33.237352
31.328204,31.256482
31.931129,31.863111
27.984759,27.980777999999997
31.98913,31.981406999999997
32.000204,32.004722
28.009055,28.007945
32.007073999999996,31.977850999999998
31.991184999999998,32.022259999999996
32.01976,31.994017999999997
27.995907,28.02487
32.007278,31.994111999999998
31.991906999999998,32.009406999999996
32.009371,31.984258999999998
28.015611,28.036537
31.993147999999998,31.971833999999998
32.059611,32.001425
31.937555,32.200981999999996
28.017166999999997,28.214778
32.016315,31.979407
31.985536999999997,32.001981
28.008537,27.992314999999998
32.049259,31.997667
32.017241,32.014037
31.990610999999998,31.995611
28.005093,27.989203999999997
31.985944,32.034666
32.01563,31.959592999999998
32.010239999999996,32.011611
27.728444999999997,27.984111
32.968092,32.721333
31.298111,31.197612
31.928425999999998,31.92824
27.977722,27.985352
32.010166999999996,32.018482
32.011241,31.990463
27.989221999999998,32.011776999999995
32.005352,27.981593
31.994518,32.007926
32.015926,31.995203
28.000667,28.022149
31.996889,31.981185
32.025332999999996,32.054888999999996
31.989908,31.975406999999997
27.991443999999998,27.993869999999998
32.047667,32.025556
31.967703,31.999333
32.009889,31.985445
27.991463,28.004759
32.023278,32.012315
31.995129,32.007129
28.006463,32.018
31.983389,27.966445
32.002963,32.014648
32.012,32.032166
28.001407999999998,27.96063
32.013796,32.0135
31.977332999999998,31.997684999999997
32.011759,31.804240999999998
27.797334,27.622037
32.94137,33.268963
31.319463,31.187203999999998
31.931258999999997,31.973481
27.991056,27.921704
32.009851999999995,32.046444
31.988666,31.960704
28.003888999999997,32.047926
32.009074,27.959055
32.008426,32.014297
31.988093,31.991574
28.002777,28.011
32.004704,31.997666
31.999685,32.002221999999996
32.004593,32.009278
28.003148,28.006019
32.035685,32.010277
31.991667,32.199019
31.991481,31.990351999999998
28.022778,28.013111
32.001999999999995,32.003592
31.979463,31.989019
28.005240999999998,32.011832999999996
32.052555,28.01326
31.962204,31.993554999999997
32.001999999999995,32.008888999999996
27.977166999999998,27.978444
32.003814,32.012371
32.008148,32.175666
32.023519,32.064462999999996
27.8675,28.299388999999998
32.891647999999996,32.531963
31.308815,31.195482
31.978222,31.964295999999997
27.982018999999998,28.023740999999998
31.997221999999997,32.021426
32.027648,32.075351
31.974480999999997,31.876797
28.003186,28.008813999999997
31.985833,32.004186
32.023481,32.031351
27.989371,27.982556
32.02774,32.019037
32.018240999999996,32.039407
32.016,31.973537
28.081815,28.00576
32.021592,31.936148
31.922593,31.726166
31.988982,31.776370999999997
28.006999999999998,28.043574
31.993481,32.007591999999995
32.01863,31.998834
31.960092,31.983296
28.002722,27.959332999999997
31.997556,32.045055999999995
31.813147999999998,32.001740999999996
27.832629999999998,28.009407
31.862554999999997,31.827537
31.94813,31.958814999999998
31.998666,31.907833
27.916370999999998,27.915036999999998
32.804741,32.972926
31.441184999999997,31.325906999999997
31.987054999999998,32.00463
28.140777999999997,28.165333
32.161241,32.147093
31.993517999999998,31.984907
32.036704,32.040777999999996
27.990517999999998,27.953037
31.944018999999997,31.953241
32.044167,32.036851999999996
27.977648,32.017537
31.983777,27.959277
32.00526,31.999426
31.970166,31.978019
27.985556,27.988091999999998
31.999537,31.998945
31.994037,31.990814999999998
32.032167,32.020407
28.007776999999997,28.020222
31.952666999999998,31.946519
32.010463,32.01137
32.256240999999996,32.258480999999996
28.029944,28.233797
31.99963,31.981592
31.988999999999997,31.999982
28.000221999999997,32.033758999999996
31.900869999999998,27.891648
32.030204,32.037908
32.237480999999995,32.06324
27.96576,27.959797
32.34524,32.378980999999996
31.547445,31.478537
31.930536999999998,31.93713
27.959629,28.01824
32.033223,32.022518999999996
31.968092,31.940832999999998
32.028648,32.044926
28.003073999999998,27.989888999999998
32.008204,32.026185
31.968221999999997,31.970295999999998
27.996036999999998,32.005223
32.04163,28.032888
31.986537,31.997593
32.012796,32.01737
28.015278,27.976371
31.948832999999997,31.955778
32.022871,32.038962
31.988722,31.976445
28.041703,28.022278
32.003389,32.01374
32.015389,32.027223
32.245056,32.156351
27.724110999999997,27.812611999999998
32.027833,31.834647999999998
31.962888999999997,31.831388999999998
28.032480999999997,31.907648
32.143186,28.075592
31.818018,31.874982
31.686148,31.854314
27.826556,27.923056
32.840574,32.800222
31.535704,31.487240999999997
32.007444,32.045685
28.080111,28.193167
32.011573999999996,32.129481
31.865019,31.877610999999998
32.353426,32.469851999999996
27.768684999999998,27.706129999999998
32.023759,31.963888999999998
31.98963,31.982277
32.049,32.052093
28.025202999999998,28.028574
31.980777999999997,31.971629999999998
31.890981,31.89874
27.959315,27.915926
32.051019,32.053815
32.177574,33.461833
31.940628999999998,31.795499999999997
27.948352,26.854241
32.058222,32.025463
31.993444999999998,33.131019
31.918407,31.78924
28.010334,27.0155
32.083166,32.067926
31.991851999999998,32.035
31.991684999999997,31.973129999999998
28.04863,28.037074
32.163259,32.205166
31.958889,31.932945
27.654833,27.607554999999998
32.793241,32.876686
31.407926,31.319202999999998
32.240907,32.234536999999996
27.877926,27.916259
31.878833,31.882555999999997
32.099056,32.090815
31.977352,31.969832999999998
28.065129,28.008982
31.946666999999998,32.025369999999995
32.04587,32.034926
32.094186,32.123778
27.738350999999998,27.711111
32.351611999999996,32.332
31.761924999999998,31.893777
27.897129999999997,31.889093
32.312481999999996,28.245148
32.054518,31.965148
31.730593,31.591648
27.969351,27.779222999999998
32.09263,32.213814
32.003758999999995,31.951352
31.834667,32.013647999999996
27.935406999999998,28.054333999999997
31.759297,31.837407
31.95974,31.941036999999998
31.996667,31.986888999999998
27.93913,27.936332999999998
32.07437,31.993093
32.030018,31.976352
27.803888999999998,31.824814
32.537148,28.571723
31.604241,31.567795999999998
32.169685,32.234037
28.301167,28.257315
31.885832999999998,31.899129
31.885814999999997,31.869408
31.963611,31.973259
27.979111,27.98763
31.998278,31.978925999999998
32.027981,32.133722
32.086425999999996,32.306295999999996
28.121112,28.160740999999998
31.92674,31.913591999999998
31.847037,31.816796999999998
27.954037,31.973537
32.075593,27.921184999999998
32.216611,32.087426
31.96763,31.994388999999998
27.984258999999998,27.977833
32.040741,32.028611
32.019462,31.933944
31.889463,31.864259999999998
28.038389,28.091276999999998
32.247555999999996,32.24113
32.027203,32.03
31.955778,31.993388999999997
27.907982,27.902352
32.026129,32.041444
32.301611,32.169945
31.855536999999998,31.844721999999997
28.167555999999998,28.374962999999997
31.498741,31.457815
31.974296,31.949222
27.973443999999997,27.942555
31.981462999999998,31.969019
31.960371,31.951148
32.007722,32.026889
28.034352,28.02037
31.972018,31.997389
32.047574,32.025315
32.009018999999995,32.018778
27.965389,27.958333
32.04987,32.070074
31.956332999999997,31.937980999999997
31.972203999999998,31.996982
28.106703999999997,28.110833
31.95637,31.942556
31.900889,31.888185
27.950481,31.991128999999997
32.273241,28.283704
32.262445,32.18287
31.872795999999997,31.801240999999997
27.95987,27.923092999999998
31.990852,31.963573999999998
31.994999999999997,32.144926
32.016407,32.007852
28.015611,28.174888
31.953111999999997,31.969519
32.072962,32.233647999999995
32.111315,32.0195
28.263610999999997,28.058684999999997
31.761129999999998,31.811370999999998
32.005517999999995,31.914703
27.928852,32.012778
31.918536999999997,27.852037
32.071019,32.075444
32.037110999999996,32.022649
27.8885,27.898888
31.987944,32.007112
31.997352,31.975537
31.951407999999997,31.975628999999998
27.940296,27.927259
32.032869999999996,32.0565
31.981019,31.939833999999998
31.989684999999998,32.016296
28.104667,28.11687
32.115277,32.094926
31.853870999999998,31.858221999999998
27.990222,32.013112
