timestamp_ms,thruster0,thruster1,thruster2,thruster3,thruster4,thruster5,thruster6,thruster7,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
732630,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.32,-0.01,0.37,0.06,0.01,0.02
732640,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.32,-0.04,0.32,0.06,0.01,0.02
732650,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.32,-0.03,0.36,0.06,0.01,0.02
732660,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.31,-0.02,0.30,0.06,0.01,0.02
732670,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.24,-0.01,0.35,0.06,0.01,0.01
732680,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.23,-0.06,0.31,0.06,0.02,0.02
732690,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.33,0.01,0.33,0.05,0.01,0.02
732700,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.27,0.01,0.28,0.05,0.01,0.01
732710,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.29,-0.03,0.24,0.06,0.01,0.01
732720,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.28,-0.01,0.30,0.05,0.01,0.02
732730,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.29,-0.06,0.29,0.05,0.01,0.01
732740,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.25,-0.01,0.31,0.05,0.02,0.01
732750,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.15,0.00,0.35,0.05,0.02,0.01
732760,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.19,-0.01,0.29,0.05,0.01,0.01
732770,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.22,-0.01,0.28,0.05,0.02,0.01
732780,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.24,-0.02,0.26,0.05,0.02,0.01
732790,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.15,-0.04,0.25,0.05,0.02,0.01
732800,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.17,-0.01,0.35,0.05,0.02,0.01
732810,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.22,0.02,0.23,0.05,0.02,0.01
732820,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.20,0.01,0.23,0.05,0.02,0.01
732830,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.19,-0.03,0.29,0.05,0.02,0.01
732840,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.13,-0.03,0.28,0.05,0.02,0.01
732850,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.25,-0.03,0.17,0.05,0.02,0.01
732860,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.22,-0.03,0.15,0.05,0.02,0.01
732870,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.21,0.01,0.24,0.05,0.02,0.01
732880,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.20,-0.01,0.26,0.05,0.02,0.01
732890,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.23,0.00,0.18,0.05,0.02,0.01
732900,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.19,0.01,0.24,0.05,0.02,0.01
732910,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.18,0.03,0.27,0.05,0.02,0.01
732920,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.22,-0.01,0.17,0.05,0.02,0.01
732930,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.16,0.01,0.15,0.05,0.02,0.01
732940,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.20,0.02,0.14,0.05,0.02,0.01
732950,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.20,-0.01,0.23,0.05,0.02,0.01
732960,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.17,0.03,0.18,0.05,0.02,0.01
732970,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.17,0.00,0.12,0.04,0.02,0.01
732980,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.15,-0.01,0.15,0.05,0.02,0.01
732990,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.14,-0.07,0.11,0.05,0.02,0.01
733000,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.19,-0.00,0.18,0.05,0.02,0.00
733010,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.16,0.06,0.15,0.05,0.02,0.01
733020,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.20,-0.06,0.22,0.05,0.02,0.00
733030,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.09,-0.00,0.19,0.05,0.02,0.01
733040,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.14,-0.02,0.05,0.05,0.02,0.00
733050,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,0.02,0.11,0.04,0.02,0.01
733060,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,0.02,0.11,0.04,0.02,0.01
733070,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.13,-0.06,0.15,0.05,0.02,0.00
733080,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.13,0.02,0.17,0.04,0.02,0.00
733090,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.15,0.01,0.21,0.04,0.02,0.00
733100,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.15,0.01,0.21,0.04,0.02,0.00
733110,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,0.03,-0.09,0.10,0.04,0.02,0.00
733120,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.11,0.07,0.10,0.04,0.02,0.00
733130,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.11,0.03,0.15,0.04,0.02,0.00
733140,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.13,-0.01,0.15,0.04,0.02,0.00
733150,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.19,0.00,0.10,0.04,0.02,0.00
733160,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.09,-0.03,0.12,0.04,0.02,0.00
733170,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.17,-0.00,0.16,0.04,0.02,0.00
733180,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,-0.02,0.14,0.04,0.02,0.00
733190,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.19,0.03,0.10,0.04,0.02,0.00
733200,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.17,-0.01,0.11,0.04,0.02,0.00
733210,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.05,-0.05,0.17,0.04,0.02,0.00
733220,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.09,-0.02,0.11,0.04,0.02,0.00
733230,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.16,-0.04,0.12,0.04,0.02,0.00
733240,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.10,0.05,0.05,0.04,0.02,0.00
733250,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.08,-0.01,0.00,0.04,0.02,0.00
733260,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.12,-0.03,0.09,0.04,0.02,0.00
733270,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.14,0.08,0.03,0.04,0.02,0.00
733280,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.09,-0.05,0.06,0.04,0.02,0.00
733290,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.11,-0.02,0.05,0.05,0.02,0.00
733300,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.08,0.05,0.05,0.04,0.02,0.00
733310,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.09,-0.08,0.09,0.04,0.02,0.00
733320,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.18,-0.02,0.11,0.04,0.02,0.00
733330,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,-0.00,0.11,0.04,0.03,0.00
733340,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.10,-0.11,0.07,0.04,0.02,0.00
733350,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.11,0.05,0.05,0.04,0.02,0.00
733360,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.11,-0.04,0.00,0.04,0.03,0.00
733370,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,0.03,0.05,0.04,0.02,0.00
733380,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.08,0.03,0.04,0.04,0.02,0.00
733390,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.08,0.01,0.06,0.04,0.02,0.00
733400,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.13,-0.06,0.05,0.04,0.03,0.00
733410,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,-0.03,0.06,0.04,0.02,0.00
733420,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,-0.10,0.03,0.04,0.02,0.00
733430,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,-0.01,0.07,0.04,0.02,0.00
733440,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.13,-0.04,0.07,0.04,0.02,0.00
733450,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.05,0.02,0.01,0.04,0.03,0.00
733460,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.12,0.03,-0.01,0.04,0.03,0.00
733470,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.01,-0.04,0.04,0.04,0.02,0.00
733480,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,0.02,0.02,0.04,0.02,0.00
733490,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,-0.01,-0.00,0.04,0.03,0.00
733500,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.11,0.01,-0.01,0.04,0.03,0.00
733510,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.14,-0.01,0.03,0.04,0.02,0.00
733520,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.11,0.00,0.05,0.04,0.03,-0.00
733530,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.10,-0.00,-0.01,0.04,0.02,0.00
733540,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.06,0.04,0.09,0.04,0.03,0.00
733550,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.09,-0.02,0.05,0.04,0.03,0.00
733560,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.05,-0.06,0.06,0.04,0.03,0.00
733570,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.02,0.04,0.03,0.00
733580,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.03,0.04,0.03,0.00
733590,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.04,-0.04,-0.01,0.04,0.03,0.00
733600,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.11,-0.02,0.01,0.04,0.03,0.00
733610,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.06,-0.01,0.01,0.04,0.03,0.00
733620,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,-0.01,-0.00,0.04,0.02,0.00
733630,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.10,0.04,0.03,0.04,0.03,0.00
733640,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.05,-0.03,-0.00,0.04,0.02,0.00
733650,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.09,-0.00,-0.06,0.04,0.03,0.00
733660,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.01,-0.03,-0.00,0.04,0.02,0.00
733670,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.09,0.07,0.05,0.04,0.03,0.00
733680,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.10,0.02,0.02,0.04,0.03,0.00
733690,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.10,-0.07,0.01,0.04,0.03,-0.00
733700,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.02,0.07,-0.06,0.04,0.03,0.00
733710,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.06,0.01,0.04,0.04,0.03,0.00
733720,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.05,0.03,0.05,0.04,0.03,0.00
733730,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.04,-0.01,-0.03,0.04,0.03,0.00
733740,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,-0.03,-0.00,0.04,0.03,0.00
733750,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.08,0.01,-0.04,0.04,0.02,0.00
733760,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.11,-0.01,0.01,0.04,0.03,0.00
733770,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,0.01,0.08,0.04,0.03,0.00
733780,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,0.02,-0.04,0.01,0.04,0.03,0.00
733790,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.01,0.07,-0.01,0.04,0.03,-0.00
733800,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.09,-0.01,-0.01,0.04,0.03,-0.00
733810,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.05,-0.02,0.03,0.04,0.03,0.00
733820,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.03,0.04,-0.01,0.04,0.03,0.00
733830,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.03,-0.08,0.09,0.04,0.03,0.00
733840,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.05,0.02,-0.04,0.04,0.03,-0.00
733850,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.04,0.04,0.02,0.04,0.03,-0.00
733860,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.04,-0.00,0.01,0.04,0.03,-0.00
733870,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.10,-0.03,0.03,0.04,0.03,-0.00
733880,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.03,-0.03,-0.02,0.04,0.03,-0.00
733890,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.03,0.04,-0.05,0.04,0.03,-0.00
733900,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.13,-0.03,0.01,0.04,0.03,0.00
733910,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.09,-0.04,0.01,0.04,0.03,-0.00
733920,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.04,-0.03,0.00,0.04,0.03,-0.00
733930,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,0.01,0.04,0.04,0.03,-0.00
733940,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.04,0.03,-0.03,0.04,0.03,-0.00
733950,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,0.01,-0.04,0.02,0.04,0.03,-0.00
733960,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,-0.04,0.05,0.04,0.03,-0.00
733970,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.02,-0.00,-0.01,0.04,0.03,-0.00
733980,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.10,-0.07,0.01,0.04,0.03,-0.00
733990,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,-0.07,0.03,0.04,0.03,-0.00
734000,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.04,0.03,-0.00
734010,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.08,-0.02,-0.02,0.04,0.03,-0.00
734020,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.03,0.05,-0.09,0.04,0.03,-0.00
734030,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.11,-0.03,0.04,0.04,0.03,-0.00
734040,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.10,0.02,-0.00,0.04,0.03,-0.00
734050,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.07,0.06,0.08,0.04,0.03,-0.00
734060,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.06,-0.02,-0.00,0.04,0.03,-0.00
734070,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.04,0.09,0.00,0.04,0.03,-0.00
734080,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.08,-0.01,-0.02,0.04,0.03,-0.00
734090,14.00,-14.00,14.00,-14.00,0.00,0.00,0.00,0.00,-0.02,0.04,-0.01,0.04,0.03,-0.00
