timestamp,object_id,x_meter,y_meter,depth_meter,class
1775460995.8321407,0,-0.008212274083832337,0.013665252982035928,0.14066470364071856,2
1775460995.886322,0,-0.008979942214689271,0.01326269631638418,0.13271754524293786,2
1775460995.9410555,0,-0.0069003034878048815,0.013250592975609755,0.14323783846341465,2
1775460995.941186,1,-0.010270753283018873,0.014764133635220125,0.1477421730062893,4
1775460996.0012398,0,-0.0069003034878048815,0.012718885658536586,0.14323783846341465,2
1775460996.0013416,1,-0.009173897937106924,0.016272309735849054,0.1477421730062893,4
1775460996.0601642,0,-0.006817167301204822,0.012565646072289154,0.14151208137349397,2
1775460996.1380136,0,-0.003291210739393943,0.01198119544242424,0.14236973035151515,2
1775460996.8564665,2,-0.0035303110750000023,-0.008626892200000002,0.14681878442500002,4
1775460997.011719,2,-0.0027966243680981624,-0.01542271626993865,0.14411659820858896,4
1775460997.0807312,2,-0.003217591185185189,-0.017536436740740742,0.14500620683950619,4
1775460997.1522827,2,-0.002912498609756101,-0.017854285073170734,0.14323783846341465,4
1775460997.2247288,2,-0.0025291397055214743,-0.02077240952147239,0.14411659820858896,4
1775460997.3062758,2,-0.0022897501366459655,-0.021030451875776398,0.14590686650931678,4
1775460997.4084306,2,-0.0018719121728395082,-0.02103520217283951,0.14500620683950619,4
1775460997.4791858,2,-0.0017481352298136695,-0.01899939597515528,0.14590686650931678,4
1775460997.5515509,2,-0.0004093533677419388,-0.017906469367741935,0.1515548742451613,4
1775460997.636058,2,-0.0005328110750000056,-0.0151668922,0.14681878442500002,4
1775460997.7266152,2,0.001501554211180119,-0.00911492392546584,0.14590686650931678,4
1775460997.814265,0,-0.03094587317321701,-0.09790100792739648,1.5219303342657284,2
1775460997.8896933,0,-0.0355775512389461,-0.11535873123665474,2.02729633557016,2
1775460997.8897839,2,0.003126949532467529,-0.004574693194805196,0.1525389968051948,4
1775460997.95297,5,0.08016549616901407,0.05854784856338027,0.33085923250704224,0
1775460997.9663153,0,-0.03211231874595208,-0.10314474031516017,2.046252876933316,2
1775460997.9665012,2,0.004091291793548382,-0.003701308077419355,0.1515548742451613,4
1775460998.0352533,5,0.08385000321126759,0.06253939785915492,0.33085923250704224,0
1775460998.0479827,2,0.005462830447368415,-0.0024835707368421065,0.15454608886842106,4
1775460998.1380007,2,0.0069041950193548356,-0.0017322758193548393,0.1515548742451613,4
1775460998.2225688,2,0.009702432138888887,-0.0009562691111111121,0.16313198269444446,4
1775460998.290006,0,0.1219564219487179,-0.02718475651282052,1.2046669491282052,2
1775460998.2901165,2,0.010913177216216211,-0.0012250185945945956,0.1587230101891892,4
1775460998.3633423,2,0.012680744783783782,-0.0010777212972972986,0.1587230101891892,4
1775460998.4294188,2,0.014641777815789469,-0.0020533075789473695,0.15454608886842106,4
1775460998.4994688,2,0.01533209613513513,-0.002550694270270271,0.1587230101891892,4
1775460998.560006,4,0.036782832698795176,0.029375284626506022,0.14151208137349397,0
1775460998.5726416,2,0.017311936954838705,-0.0053890500129032265,0.1515548742451613,4
1775460998.6358871,4,0.03752761760465116,0.02708312353488372,0.13657561341860466,0
1775460998.6498017,2,0.018981494987012987,-0.0065565113766233776,0.1525389968051948,4
1775460998.720281,4,0.03925147192941176,0.025093513223529408,0.13818238534117647,0
1775460998.740933,2,0.019344341056603768,-0.008955363220125787,0.1477421730062893,4
1775460998.8201523,4,0.03224180402622951,0.011199007370491804,0.07701969019016394,0
1775460998.8338435,2,0.019950916024390242,-0.010543309463414635,0.14323783846341465,4
