timestamp,pos_error_x,pos_error_y,pos_error_z,orient_error_x,orient_error_y,orient_error_z
1771606131.590465,-1.000000,4.000000,-1.000000,-0.750640,-0.149307,-0.360471
1771606131.600791,-1.000000,4.000000,-1.000000,-0.727399,-0.142237,-0.331102
1771606131.611107,-1.000000,4.000000,-1.000000,-0.705033,-0.135465,-0.303070
1771606131.621329,-1.000000,4.000000,-1.000000,-0.683536,-0.128984,-0.276333
1771606131.631582,-1.000000,4.000000,-1.000000,-0.662895,-0.122785,-0.250844
1771606131.642051,-1.000000,4.000000,-1.000000,-0.643095,-0.116861,-0.226557
1771606131.652469,-1.000000,4.000000,-1.000000,-0.624117,-0.111202,-0.203426
1771606131.662705,-1.000000,4.000000,-1.000000,-0.605941,-0.105800,-0.181403
1771606131.673024,-1.000000,4.000000,-1.000000,-0.588546,-0.100646,-0.160442
1771606131.683226,-1.000000,4.000000,-1.000000,-0.571907,-0.095731,-0.140499
1771606131.693464,-1.000000,4.000000,-1.000000,-0.556001,-0.091044,-0.121528
1771606131.703743,-1.000000,4.000000,-1.000000,-0.540804,-0.086578,-0.103488
1771606131.714010,-1.000000,4.000000,-1.000000,-0.526291,-0.082322,-0.086334
1771606131.724260,-1.000000,4.000000,-1.000000,-0.512436,-0.078269,-0.070027
1771606131.734487,-1.000000,4.000000,-1.000000,-0.499216,-0.074410,-0.054528
1771606131.744896,-1.000000,4.000000,-1.000000,-0.486605,-0.070736,-0.039798
1771606131.755219,-1.000000,4.000000,-1.000000,-0.474578,-0.067239,-0.025800
1771606131.765668,-1.000000,4.000000,-1.000000,-0.463114,-0.063911,-0.012500
1771606131.775945,-1.002060,4.005385,-0.995407,-0.452116,-0.062290,0.000433
1771606131.786291,-1.002060,4.005385,-0.995407,-0.441650,-0.059276,0.012456
1771606131.796605,-1.002164,4.005418,-0.997789,-0.431293,-0.056380,0.023845
1771606131.807055,-1.002245,4.005337,-0.990572,-0.420566,-0.053564,0.034718
1771606131.817620,-1.002245,4.005337,-0.990572,-0.411468,-0.050979,0.045029
1771606131.827896,-1.002245,4.005337,-0.990572,-0.402806,-0.048521,0.054822
1771606131.838246,-1.002245,4.005337,-0.990572,-0.394560,-0.046185,0.064124
1771606131.848675,-1.002245,4.005337,-0.990572,-0.386712,-0.043963,0.072958
1771606131.858936,-1.002335,4.005122,-0.997334,-0.377232,-0.041706,0.081368
1771606131.869200,-1.002335,4.005122,-0.997334,-0.370196,-0.039706,0.089335
1771606131.879792,-1.002580,4.003567,-0.988396,-0.355942,-0.037209,0.096962
1771606131.890047,-1.002740,4.002552,-0.989261,-0.343931,-0.035036,0.104204
1771606131.900394,-1.002740,4.002552,-0.989261,-0.337786,-0.033364,0.111049
1771606131.911003,-1.002847,4.001878,-0.984454,-0.328323,-0.031543,0.117576
1771606131.921268,-1.002847,4.001878,-0.984454,-0.322712,-0.030043,0.123756
1771606131.931473,-1.002995,4.000983,-0.984991,-0.312964,-0.028346,0.129631
1771606131.941851,-1.003133,3.999990,-0.983347,-0.303077,-0.026741,0.135279
1771606131.952102,-1.003133,3.999990,-0.983347,-0.298240,-0.025479,0.140583
1771606131.962373,-1.003251,3.999081,-0.982816,-0.289238,-0.024068,0.145623
1771606131.972769,-1.003251,3.999081,-0.982816,-0.284861,-0.022939,0.150413
1771606131.983065,-1.003369,3.998086,-0.987314,-0.276130,-0.021652,0.154960
1771606131.993355,-1.003549,3.996200,-0.995704,-0.264788,-0.020328,0.159274
1771606132.003586,-1.003549,3.996200,-0.995704,-0.261168,-0.019384,0.163384
1771606132.013881,-1.003653,3.995043,-0.987802,-0.253425,-0.018279,0.167328
1771606132.024137,-1.003653,3.995043,-0.987802,-0.250070,-0.017435,0.171043
1771606132.034428,-1.003653,3.995043,-0.987802,-0.246882,-0.016633,0.174572
1771606132.044710,-1.003766,3.993648,-0.992898,-0.239259,-0.015570,0.177996
1771606132.055002,-1.003960,3.991292,-0.985135,-0.229282,-0.014433,0.181285
1771606132.065422,-1.003960,3.991292,-0.985135,-0.226519,-0.013763,0.184323
1771606132.075691,-1.004053,3.989987,-0.979616,-0.220221,-0.012874,0.187258
1771606132.085956,-1.004167,3.988421,-0.981792,-0.213632,-0.011961,0.190030
1771606132.097251,-1.004167,3.988421,-0.981792,-0.211234,-0.011397,0.192645
1771606132.107482,-1.004284,3.986925,-0.978522,-0.205236,-0.010623,0.195144
1771606132.117926,-1.004396,3.985413,-0.975893,-0.199457,-0.009861,0.197559
1771606132.128484,-1.004396,3.985413,-0.975893,-0.197342,-0.009386,0.199813
1771606132.138999,-1.004475,3.984563,-0.973701,-0.191942,-0.008682,0.202038
1771606132.149258,-1.004475,3.984563,-0.973701,-0.190010,-0.008256,0.204075
1771606132.159811,-1.004475,3.984563,-0.973701,-0.188174,-0.007852,0.206011
1771606132.170098,-1.004559,3.983562,-0.967553,-0.182933,-0.007175,0.207898
1771606132.180342,-1.004559,3.983562,-0.967553,-0.181210,-0.006814,0.209650
1771606132.190704,-1.004633,3.981761,-0.961603,-0.173141,-0.005897,0.211419
1771606132.201047,-1.004671,3.980905,-0.975052,-0.168221,-0.005444,0.213030
1771606132.211302,-1.004671,3.980905,-0.975052,-0.166834,-0.005141,0.214537
1771606132.221609,-1.004671,3.980905,-0.975052,-0.165517,-0.004854,0.215968
1771606132.231869,-1.004671,3.980905,-0.975052,-0.164265,-0.004581,0.217327
1771606132.242180,-1.004709,3.980004,-0.962179,-0.159260,-0.004210,0.218651
1771606132.252414,-1.005158,3.977448,-0.960676,-0.150015,-0.003646,0.220039
1771606132.262639,-1.005158,3.977448,-0.960676,-0.148797,-0.003420,0.221224
1771606132.272911,-1.005343,3.976377,-0.961182,-0.144204,-0.003163,0.222464
1771606132.283198,-1.005343,3.976377,-0.961182,-0.143113,-0.002961,0.223538
1771606132.293522,-1.005534,3.975220,-0.956766,-0.138350,-0.002788,0.224655
1771606132.303712,-1.005760,3.973837,-0.958756,-0.133091,-0.002641,0.225656
1771606132.313959,-1.005760,3.973837,-0.958756,-0.132137,-0.002472,0.226589
1771606132.324301,-1.005760,3.973837,-0.958756,-0.131231,-0.002311,0.227475
1771606132.334592,-1.005979,3.972445,-0.955439,-0.126128,-0.002231,0.228397
1771606132.344901,-1.005979,3.972445,-0.955439,-0.125277,-0.002089,0.229204
1771606132.355260,-1.006325,3.970147,-0.952463,-0.117781,-0.002029,0.230096
1771606132.365508,-1.006542,3.968605,-0.944296,-0.112425,-0.002036,0.230925
1771606132.375685,-1.006542,3.968605,-0.944296,-0.111583,-0.001918,0.231638
1771606132.385999,-1.006775,3.966892,-0.946562,-0.106356,-0.001908,0.232386
1771606132.396259,-1.006775,3.966892,-0.946562,-0.105625,-0.001804,0.233035
1771606132.406852,-1.006775,3.966892,-0.946562,-0.104930,-0.001705,0.233652
1771606132.417428,-1.006775,3.966892,-0.946562,-0.104270,-0.001611,0.234237
1771606132.427820,-1.007014,3.965143,-0.943102,-0.098982,-0.001705,0.234914
1771606132.438026,-1.007014,3.965143,-0.943102,-0.098352,-0.001623,0.235451
1771606132.448306,-1.007505,3.961284,-0.938488,-0.087553,-0.002042,0.236138
1771606132.458582,-1.007723,3.959542,-0.942191,-0.082334,-0.002256,0.236752
1771606132.468757,-1.007723,3.959542,-0.942191,-0.081800,-0.002190,0.237235
1771606132.479206,-1.007957,3.957722,-0.928411,-0.076292,-0.002343,0.237782
1771606132.489563,-1.007957,3.957722,-0.928411,-0.075661,-0.002286,0.238231
1771606132.499805,-1.008191,3.955931,-0.926687,-0.070422,-0.002520,0.238756
1771606132.510249,-1.008191,3.955931,-0.926687,-0.069837,-0.002469,0.239169
1771606132.520482,-1.008191,3.955931,-0.926687,-0.069282,-0.002422,0.239561
1771606132.530778,-1.008411,3.954084,-0.932771,-0.064103,-0.002657,0.240037
1771606132.541132,-1.008753,3.951017,-0.921500,-0.056051,-0.003107,0.240589
1771606132.551655,-1.008753,3.951017,-0.921500,-0.055526,-0.003070,0.240946
1771606132.562023,-1.008964,3.949042,-0.924722,-0.050537,-0.003341,0.241404
1771606132.572360,-1.009149,3.947380,-0.924289,-0.046380,-0.003561,0.241825
1771606132.582587,-1.009149,3.947380,-0.924289,-0.045968,-0.003532,0.242144
1771606132.592834,-1.009347,3.945650,-0.922014,-0.041756,-0.003772,0.242541
1771606132.603743,-1.009347,3.945650,-0.922014,-0.041363,-0.003747,0.242836
1771606132.614115,-1.009849,3.943932,-0.915160,-0.037364,-0.004007,0.243205
1771606132.624370,-1.009849,3.943932,-0.915160,-0.036936,-0.003986,0.243484
1771606132.634707,-1.010766,3.940794,-0.912558,-0.030359,-0.004400,0.243834
1771606132.645016,-1.010766,3.940794,-0.912558,-0.029951,-0.004384,0.244106
1771606132.655409,-1.011374,3.938699,-0.907485,-0.026081,-0.004591,0.244485
1771606132.665632,-1.011374,3.938699,-0.907485,-0.025661,-0.004578,0.244745
1771606132.675925,-1.011374,3.938699,-0.907485,-0.025262,-0.004565,0.244991
1771606132.686141,-1.011396,3.936211,-0.908695,-0.021657,-0.004801,0.245328
1771606132.696407,-1.011396,3.936211,-0.908695,-0.021317,-0.004790,0.245557
1771606132.706659,-1.011505,3.931206,-0.907296,-0.014819,-0.005168,0.245969
1771606132.716918,-1.011552,3.929071,-0.897242,-0.012213,-0.005283,0.246280
1771606132.727183,-1.011552,3.929071,-0.897242,-0.011811,-0.005277,0.246500
1771606132.737463,-1.011612,3.926875,-0.907243,-0.009511,-0.005372,0.246771
1771606132.747770,-1.011612,3.926875,-0.907243,-0.009265,-0.005368,0.246973
1771606132.758032,-1.011612,3.926875,-0.907243,-0.009032,-0.005364,0.247165
1771606132.768313,-1.011685,3.924334,-0.899078,-0.006623,-0.005441,0.247429
1771606132.778592,-1.011685,3.924334,-0.899078,-0.006327,-0.005438,0.247613
1771606132.788862,-1.011862,3.919034,-0.886029,-0.002138,-0.005569,0.247805
1771606132.799496,-1.011862,3.919034,-0.886029,-0.001737,-0.005570,0.247992
1771606132.809856,-1.011927,3.916823,-0.882909,-0.000465,-0.005516,0.248214
1771606132.820200,-1.011927,3.916823,-0.882909,-0.000073,-0.005518,0.248390
1771606132.830734,-1.011927,3.916823,-0.882909,0.000300,-0.005519,0.248558
1771606132.841015,-1.012008,3.914056,-0.884515,0.001533,-0.005452,0.248739
1771606132.851268,-1.012008,3.914056,-0.884515,0.001844,-0.005454,0.248899
1771606132.861526,-1.012434,3.909718,-0.883016,0.003447,-0.005206,0.249132
1771606132.871779,-1.012611,3.907823,-0.877127,0.003955,-0.005021,0.249307
1771606132.882046,-1.012611,3.907823,-0.877127,0.004290,-0.005025,0.249469
1771606132.892263,-1.012611,3.907823,-0.877127,0.004608,-0.005030,0.249624
1771606132.902469,-1.012776,3.906017,-0.886339,0.004774,-0.004886,0.249773
1771606132.912714,-1.012776,3.906017,-0.886339,0.004953,-0.004891,0.249916
1771606132.923005,-1.013170,3.901701,-0.885968,0.004682,-0.004455,0.250049
1771606132.933232,-1.013348,3.899753,-0.881329,0.004310,-0.004216,0.250198
1771606132.943469,-1.013348,3.899753,-0.881329,0.004506,-0.004223,0.250345
1771606132.953772,-1.013525,3.897755,-0.874570,0.003887,-0.003950,0.250473
1771606132.964060,-1.013525,3.897755,-0.874570,0.004135,-0.003957,0.250616
1771606132.974358,-1.013699,3.895757,-0.878760,0.003248,-0.003661,0.250777
1771606132.984633,-1.013900,3.893506,-0.875140,0.002215,-0.003334,0.250891
1771606132.994906,-1.013900,3.893506,-0.875140,0.002414,-0.003342,0.251029
1771606133.005179,-1.014090,3.891145,-0.871661,0.001190,-0.002949,0.251142
1771606133.015426,-1.014090,3.891145,-0.871661,0.001403,-0.002957,0.251276
1771606133.026870,-1.014090,3.891145,-0.871661,0.001606,-0.002965,0.251404
1771606133.037193,-1.014264,3.888942,-0.874732,0.000285,-0.002577,0.251515
1771606133.047527,-1.014264,3.888942,-0.874732,0.000428,-0.002584,0.251637
1771606133.057890,-1.013406,3.883937,-0.867084,-0.002994,-0.001720,0.251738
1771606133.068178,-1.013023,3.881572,-0.871381,-0.004728,-0.001273,0.251808
1771606133.078468,-1.013023,3.881572,-0.871381,-0.004590,-0.001280,0.251920
1771606133.088735,-1.013044,3.878775,-0.870842,-0.006341,-0.000870,0.252010
1771606133.098995,-1.013067,3.875984,-0.868124,-0.008081,-0.000438,0.252090
1771606133.109155,-1.013067,3.875984,-0.868124,-0.007939,-0.000446,0.252204
1771606133.119383,-1.013067,3.875984,-0.868124,-0.007803,-0.000453,0.252311
1771606133.129644,-1.013067,3.875984,-0.868124,-0.007675,-0.000460,0.252414
1771606133.139929,-1.013102,3.873175,-0.872478,-0.009609,-0.000031,0.252459
1771606133.150546,-1.013153,3.866344,-0.876342,-0.014405,0.000913,0.252470
1771606133.160983,-1.013153,3.866344,-0.876342,-0.014409,0.000904,0.252583
1771606133.171314,-1.013185,3.863287,-0.873825,-0.016595,0.001352,0.252631
1771606133.181629,-1.013203,3.860192,-0.866139,-0.018722,0.001807,0.252679
1771606133.192442,-1.013212,3.857158,-0.871684,-0.020945,0.002268,0.252726
1771606133.202966,-1.013212,3.857158,-0.871684,-0.020924,0.002259,0.252845
1771606133.213227,-1.013212,3.857158,-0.871684,-0.020904,0.002251,0.252958
1771606133.223466,-1.013212,3.857158,-0.871684,-0.020885,0.002242,0.253066
1771606133.233768,-1.013146,3.854142,-0.867077,-0.023123,0.002662,0.253104
1771606133.244017,-1.013043,3.847012,-0.871148,-0.028493,0.003712,0.253135
1771606133.254421,-1.013043,3.847012,-0.871148,-0.028497,0.003702,0.253254
1771606133.264667,-1.013002,3.844019,-0.866774,-0.030684,0.004115,0.253325
1771606133.274905,-1.012963,3.840941,-0.856401,-0.032827,0.004535,0.253428
1771606133.285323,-1.012963,3.840941,-0.856401,-0.032679,0.004526,0.253551
1771606133.295626,-1.012930,3.837894,-0.864880,-0.034822,0.004890,0.253642
1771606133.305881,-1.012930,3.837894,-0.864880,-0.034793,0.004881,0.253758
1771606133.316406,-1.012930,3.837894,-0.864880,-0.034766,0.004873,0.253869
1771606133.326654,-1.012901,3.834691,-0.869213,-0.037036,0.005265,0.253927
1771606133.336915,-1.012901,3.834691,-0.869213,-0.037069,0.005257,0.254035
1771606133.347937,-1.012817,3.827198,-0.868302,-0.042027,0.006142,0.254049
1771606133.358281,-1.012817,3.827198,-0.868302,-0.042065,0.006133,0.254168
1771606133.368849,-1.012785,3.823391,-0.873311,-0.044551,0.006529,0.254261
1771606133.379534,-1.012785,3.823391,-0.873311,-0.044653,0.006520,0.254377
1771606133.389796,-1.012751,3.817778,-0.866957,-0.048062,0.007062,0.254478
1771606133.400092,-1.012751,3.817778,-0.866957,-0.048095,0.007053,0.254601
1771606133.410323,-1.012751,3.817778,-0.866957,-0.048125,0.007044,0.254718
1771606133.420573,-1.013282,3.813845,-0.857444,-0.049962,0.007323,0.254844
1771606133.430733,-1.014621,3.804562,-0.864983,-0.054124,0.007890,0.254929
1771606133.440979,-1.014621,3.804562,-0.864983,-0.054164,0.007878,0.255089
1771606133.451352,-1.015176,3.800775,-0.852429,-0.055623,0.008071,0.255266
1771606133.461653,-1.015756,3.796837,-0.860385,-0.057201,0.008285,0.255435
1771606133.471903,-1.015756,3.796837,-0.860385,-0.057207,0.008272,0.255608
1771606133.482238,-1.015756,3.796837,-0.860385,-0.057214,0.008259,0.255772
1771606133.492640,-1.016337,3.792958,-0.858460,-0.058701,0.008457,0.255970
1771606133.502873,-1.017370,3.786280,-0.860197,-0.061142,0.008725,0.256229
1771606133.513064,-1.017370,3.786280,-0.860197,-0.061172,0.008710,0.256419
1771606133.523325,-1.017984,3.782273,-0.862071,-0.062552,0.008828,0.256615
1771606133.533599,-1.017984,3.782273,-0.862071,-0.062610,0.008814,0.256805
1771606133.543917,-1.017984,3.782273,-0.862071,-0.062665,0.008800,0.256985
1771606133.554158,-1.018588,3.778376,-0.863689,-0.063888,0.008871,0.257186
1771606133.564619,-1.018588,3.778376,-0.863689,-0.063966,0.008857,0.257367
1771606133.574863,-1.018588,3.778376,-0.863689,-0.064040,0.008844,0.257538
1771606133.585261,-1.020007,3.768825,-0.859176,-0.066756,0.008954,0.257837
1771606133.595639,-1.020586,3.763245,-0.857910,-0.067969,0.008882,0.258150
1771606133.605908,-1.020586,3.763245,-0.857910,-0.068004,0.008866,0.258365
1771606133.616241,-1.020924,3.759889,-0.860510,-0.068633,0.008798,0.258646
1771606133.626528,-1.020924,3.759889,-0.860510,-0.068703,0.008783,0.258854
1771606133.637032,-1.021317,3.756052,-0.853548,-0.069283,0.008670,0.259152
1771606133.647333,-1.021317,3.756052,-0.853548,-0.069274,0.008655,0.259358
1771606133.657598,-1.021874,3.750490,-0.859609,-0.070051,0.008499,0.259702
1771606133.667939,-1.022221,3.747122,-0.858404,-0.070432,0.008387,0.259976
1771606133.678202,-1.022221,3.747122,-0.858404,-0.070499,0.008372,0.260187
1771606133.688413,-1.022591,3.743531,-0.856641,-0.070782,0.008180,0.260445
1771606133.698901,-1.022591,3.743531,-0.856641,-0.070831,0.008165,0.260651
1771606133.709152,-1.022949,3.740141,-0.846550,-0.070935,0.007962,0.260913
1771606133.719379,-1.022949,3.740141,-0.846550,-0.070869,0.007947,0.261118
1771606133.729988,-1.023628,3.733967,-0.843014,-0.071051,0.007627,0.261495
1771606133.740431,-1.023998,3.730424,-0.846369,-0.071017,0.007407,0.261806
1771606133.750653,-1.023998,3.730424,-0.846369,-0.070983,0.007392,0.262022
1771606133.760982,-1.024342,3.727104,-0.839396,-0.070820,0.007165,0.262306
1771606133.771299,-1.024696,3.723675,-0.853056,-0.070798,0.006897,0.262620
1771606133.781538,-1.024696,3.723675,-0.853056,-0.070868,0.006881,0.262831
1771606133.791857,-1.024696,3.723675,-0.853056,-0.070935,0.006866,0.263031
1771606133.802157,-1.025092,3.719867,-0.842048,-0.070641,0.006559,0.263346
1771606133.812685,-1.024577,3.714243,-0.843655,-0.070212,0.006129,0.263703
1771606133.822910,-1.024577,3.714243,-0.843655,-0.070188,0.006114,0.263905
1771606133.833439,-1.024290,3.711059,-0.841480,-0.069870,0.005845,0.264162
1771606133.843754,-1.023984,3.707433,-0.845706,-0.069531,0.005503,0.264432
1771606133.854003,-1.023984,3.707433,-0.845706,-0.069553,0.005489,0.264618
1771606133.864315,-1.023700,3.704069,-0.837765,-0.069120,0.005173,0.264912
1771606133.874586,-1.023700,3.704069,-0.837765,-0.069055,0.005160,0.265090
1771606133.884855,-1.023411,3.700537,-0.842884,-0.068630,0.004817,0.265361
1771606133.895156,-1.023411,3.700537,-0.842884,-0.068641,0.004804,0.265528
1771606133.905432,-1.023389,3.696876,-0.842158,-0.068200,0.004472,0.265756
1771606133.915678,-1.023389,3.696876,-0.842158,-0.068211,0.004460,0.265918
1771606133.926025,-1.023362,3.691295,-0.835702,-0.067446,0.003974,0.266195
1771606133.936360,-1.023350,3.687820,-0.840738,-0.066950,0.003621,0.266469
1771606133.946673,-1.023350,3.687820,-0.840738,-0.066969,0.003609,0.266635
1771606133.957047,-1.023340,3.684083,-0.830877,-0.066328,0.003267,0.266902
1771606133.968151,-1.023337,3.680275,-0.836721,-0.065736,0.002876,0.267192
1771606133.978398,-1.023337,3.680275,-0.836721,-0.065729,0.002863,0.267359
1771606133.988830,-1.023328,3.676761,-0.837537,-0.065212,0.002499,0.267604
1771606133.999156,-1.023312,3.673532,-0.832420,-0.064611,0.002162,0.267864
1771606134.009381,-1.023312,3.673532,-0.832420,-0.064570,0.002150,0.268029
1771606134.019608,-1.023312,3.673532,-0.832420,-0.064531,0.002138,0.268186
1771606134.029968,-1.023292,3.670390,-0.827538,-0.063890,0.001765,0.268448
1771606134.040209,-1.023252,3.664951,-0.835823,-0.062970,0.001167,0.268764
1771606134.050436,-1.023252,3.664951,-0.835823,-0.063002,0.001155,0.268923
1771606134.060716,-1.023241,3.661816,-0.825263,-0.062331,0.000818,0.269186
1771606134.071005,-1.023242,3.658713,-0.822504,-0.061656,0.000468,0.269421
1771606134.081241,-1.023247,3.655628,-0.814168,-0.060875,0.000170,0.269657
1771606134.091451,-1.023247,3.655628,-0.814168,-0.060677,0.000158,0.269823
1771606134.101772,-1.023256,3.652596,-0.811403,-0.059910,-0.000175,0.270079
1771606134.111984,-1.023256,3.652596,-0.811403,-0.059706,-0.000188,0.270239
1771606134.122290,-1.023275,3.649500,-0.823461,-0.059124,-0.000498,0.270500
1771606134.132556,-1.023290,3.646177,-0.816779,-0.058388,-0.000853,0.270769
1771606134.142795,-1.023290,3.646177,-0.816779,-0.058287,-0.000865,0.270925
1771606134.153096,-1.023290,3.646177,-0.816779,-0.058191,-0.000877,0.271074
1771606134.163366,-1.023312,3.642853,-0.814128,-0.057440,-0.001201,0.271308
1771606134.173702,-1.023345,3.637645,-0.820569,-0.056517,-0.001760,0.271590
1771606134.184025,-1.023345,3.637645,-0.820569,-0.056503,-0.001772,0.271743
1771606134.194332,-1.023358,3.634588,-0.812537,-0.055842,-0.002073,0.271933
1771606134.204592,-1.023358,3.634588,-0.812537,-0.055740,-0.002085,0.272084
1771606134.214843,-1.023358,3.634588,-0.812537,-0.055644,-0.002096,0.272228
1771606134.225048,-1.023373,3.631259,-0.805391,-0.054879,-0.002385,0.272457
1771606134.235279,-1.023373,3.631259,-0.805391,-0.054714,-0.002396,0.272600
1771606134.246180,-1.023377,3.624120,-0.806480,-0.053338,-0.002981,0.272937
1771606134.256581,-1.023381,3.620849,-0.805216,-0.052714,-0.003307,0.273162
1771606134.266805,-1.023381,3.620849,-0.805216,-0.052595,-0.003320,0.273318
1771606134.277145,-1.023389,3.617316,-0.800615,-0.051892,-0.003585,0.273574
1771606134.287502,-1.023409,3.613949,-0.800605,-0.051262,-0.003845,0.273791
1771606134.297743,-1.023409,3.613949,-0.800605,-0.051124,-0.003857,0.273949
1771606134.308110,-1.023409,3.613949,-0.800605,-0.050993,-0.003869,0.274099
1771606134.318365,-1.023495,3.610233,-0.796316,-0.050419,-0.004061,0.274346
1771606134.328686,-1.023495,3.610233,-0.796316,-0.050257,-0.004073,0.274496
1771606134.338917,-1.023636,3.603875,-0.796035,-0.049372,-0.004388,0.274813
1771606134.349191,-1.023734,3.599715,-0.794763,-0.048842,-0.004570,0.275049
1771606134.359432,-1.023734,3.599715,-0.794763,-0.048710,-0.004584,0.275215
1771606134.369651,-1.023821,3.596050,-0.804358,-0.048398,-0.004731,0.275436
1771606134.380045,-1.023906,3.591832,-0.799265,-0.048032,-0.004919,0.275661
1771606134.390312,-1.023906,3.591832,-0.799265,-0.047988,-0.004933,0.275828
1771606134.400591,-1.023978,3.587848,-0.790095,-0.047510,-0.005075,0.276030
1771606134.410882,-1.024069,3.583822,-0.791654,-0.047122,-0.005200,0.276264
1771606134.421131,-1.024069,3.583822,-0.791654,-0.047017,-0.005214,0.276438
1771606134.431474,-1.024069,3.583822,-0.791654,-0.046917,-0.005228,0.276604
1771606134.441722,-1.024064,3.580092,-0.790933,-0.046624,-0.005342,0.276848
1771606134.452026,-1.024064,3.580092,-0.790933,-0.046534,-0.005355,0.277010
1771606134.462265,-1.024096,3.573540,-0.787033,-0.046045,-0.005478,0.277219
1771606134.472523,-1.024096,3.573540,-0.787033,-0.045933,-0.005492,0.277390
1771606134.482749,-1.024114,3.569759,-0.780570,-0.045606,-0.005593,0.277612
1771606134.493031,-1.024114,3.569759,-0.780570,-0.045435,-0.005607,0.277781
1771606134.503301,-1.024150,3.563490,-0.780996,-0.045097,-0.005729,0.278083
1771606134.513564,-1.024179,3.559806,-0.778999,-0.044863,-0.005813,0.278305
1771606134.523814,-1.024179,3.559806,-0.778999,-0.044721,-0.005828,0.278484
1771606134.534182,-1.024179,3.559806,-0.778999,-0.044587,-0.005842,0.278653
1771606134.544534,-1.024209,3.556154,-0.783160,-0.044437,-0.005877,0.278889
1771606134.554858,-1.024298,3.549441,-0.776846,-0.044164,-0.005829,0.279094
1771606134.565197,-1.024298,3.549441,-0.776846,-0.044046,-0.005844,0.279276
1771606134.575503,-1.024359,3.545446,-0.773948,-0.043874,-0.005853,0.279526
1771606134.585762,-1.024428,3.541193,-0.774106,-0.043743,-0.005861,0.279732
1771606134.595986,-1.024428,3.541193,-0.774106,-0.043630,-0.005876,0.279918
1771606134.606242,-1.024476,3.537540,-0.776296,-0.043578,-0.005868,0.280145
1771606134.616502,-1.024516,3.533835,-0.776512,-0.043616,-0.005856,0.280384
1771606134.626701,-1.024516,3.533835,-0.776512,-0.043566,-0.005871,0.280568
1771606134.637095,-1.024556,3.530140,-0.777952,-0.043614,-0.005816,0.280767
1771606134.647473,-1.024556,3.530140,-0.777952,-0.043597,-0.005831,0.280945
1771606134.657787,-1.024584,3.525740,-0.773865,-0.043665,-0.005773,0.281167
1771606134.668053,-1.024608,3.521914,-0.769768,-0.043713,-0.005721,0.281392
1771606134.678334,-1.024608,3.521914,-0.769768,-0.043619,-0.005737,0.281576
1771606134.688600,-1.024608,3.521914,-0.769768,-0.043530,-0.005751,0.281751
1771606134.698899,-1.024608,3.521914,-0.769768,-0.043445,-0.005765,0.281917
1771606134.709172,-1.024627,3.518031,-0.770158,-0.043559,-0.005640,0.282100
1771606134.719505,-1.024627,3.518031,-0.770158,-0.043497,-0.005654,0.282263
1771606134.729840,-1.024316,3.513216,-0.755236,-0.043713,-0.005398,0.282425
1771606134.740067,-1.024119,3.510497,-0.755121,-0.043838,-0.005212,0.282621
1771606134.750335,-1.024119,3.510497,-0.755121,-0.043624,-0.005225,0.282787
1771606134.760707,-1.023982,3.507174,-0.760133,-0.043765,-0.005120,0.282974
1771606134.770952,-1.023982,3.507174,-0.760133,-0.043644,-0.005132,0.283131
1771606134.781219,-1.023778,3.501530,-0.752792,-0.043967,-0.004942,0.283356
1771606134.791693,-1.023778,3.501530,-0.752792,-0.043780,-0.004954,0.283518
1771606134.801958,-1.023649,3.498135,-0.752094,-0.043941,-0.004807,0.283679
1771606134.812176,-1.023649,3.498135,-0.752094,-0.043772,-0.004819,0.283835
1771606134.823473,-1.023428,3.492322,-0.753957,-0.044182,-0.004574,0.283973
1771606134.833960,-1.023276,3.488545,-0.754688,-0.044487,-0.004414,0.284161
1771606134.844193,-1.023276,3.488545,-0.754688,-0.044397,-0.004427,0.284322
1771606134.854514,-1.023127,3.484594,-0.749939,-0.044663,-0.004245,0.284468
1771606134.864880,-1.023127,3.484594,-0.749939,-0.044533,-0.004258,0.284628
1771606134.875223,-1.022982,3.480825,-0.743839,-0.044736,-0.004104,0.284828
1771606134.885468,-1.022982,3.480825,-0.743839,-0.044551,-0.004116,0.284986
1771606134.895709,-1.022844,3.477371,-0.753134,-0.044906,-0.003950,0.285128
1771606134.905967,-1.022844,3.477371,-0.753134,-0.044866,-0.003963,0.285276
1771606134.916176,-1.022722,3.471587,-0.752858,-0.045488,-0.003699,0.285447
1771606134.926400,-1.022657,3.468269,-0.742419,-0.045720,-0.003542,0.285591
1771606134.936668,-1.022586,3.464959,-0.741495,-0.045957,-0.003388,0.285763
1771606134.946879,-1.022586,3.464959,-0.741495,-0.045814,-0.003401,0.285927
1771606134.957176,-1.022521,3.461616,-0.737329,-0.046016,-0.003269,0.286112
1771606134.967390,-1.022446,3.458298,-0.742054,-0.046284,-0.003150,0.286262
1771606134.977639,-1.022446,3.458298,-0.742054,-0.046188,-0.003163,0.286424
1771606134.988034,-1.022446,3.458298,-0.742054,-0.046096,-0.003175,0.286578
1771606134.998358,-1.022366,3.455172,-0.742528,-0.046384,-0.003026,0.286774
1771606135.008718,-1.022366,3.455172,-0.742528,-0.046315,-0.003038,0.286922
1771606135.019104,-1.022190,3.448883,-0.736125,-0.046907,-0.002735,0.287118
1771606135.029435,-1.022083,3.444723,-0.735889,-0.047272,-0.002518,0.287264
